Incident_Type,Statute_Type,Block_Address,Occurred_Datetime,Statute_Description
Theft Felony (over $950),Penal Code,2300 FULTON ST,2023-10-06 10:00:00,Grand theft: money; labor; or property over $950
Vandalism,Penal Code,2300 FULTON ST,2023-08-26 11:48:00,Vandalism (destruction is $400 or more)
Theft Felony (over $950),Penal Code,2300 FULTON ST,2023-05-17 11:00:00,Grand theft: money; labor; or property over $950
Burglary Residential,Penal Code,2300 FULTON ST,2023-05-14 12:30:00,Receive known stolen property (over $950)
Burglary Residential,Penal Code,2300 FULTON ST,2023-05-14 12:30:00,Burglary
Burglary Residential,Vehicle Code,2300 FULTON ST,2023-05-14 12:30:00,Driving w/ license suspended for DUI of drugs/alcohol
Burglary Residential,Penal Code,1400 HENRY ST,2024-12-27 15:40:00,BURGLARY - BREAKING AND ENTERING
Burglary Residential,Penal Code,1400 HENRY ST,2024-06-16 13:25:00,BURGLARY - BREAKING AND ENTERING
Fraud/Forgery,Penal Code,1400 HENRY ST,2024-05-12 13:00:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Fraud/Forgery,Penal Code,1400 HENRY ST,2024-03-13 19:00:00,FELONY-THEFT BY USE OF ACCESS CARD INFORMATION
Fraud/Forgery,Penal Code,1400 HENRY ST,2024-03-13 19:00:00,PETTY THEFT (ALL OTHER)
Burglary Auto,Penal Code,1400 HENRY ST,2023-11-06 06:00:00,Burglary of a locked automobile
Theft from Auto,Penal Code,2000 ROSE ST,2023-06-16 00:00:00,Petty Theft
Burglary Residential,Penal Code,2300 FULTON ST,2023-05-14 12:30:00,Probation Violation : Felony
Vandalism,Penal Code,2300 FULTON ST,2023-04-09 06:12:00,Vandalism (destruction is $400 or more)
Burglary Residential,Penal Code,100 EL CAMINO REAL,2024-12-27 19:00:00,BURGLARY - BREAKING AND ENTERING
Theft from Auto,Penal Code,800 ADDISON ST,2024-12-27 17:00:00,PETTY THEFT (ALL OTHER)
Burglary Auto,Penal Code,800 ADDISON ST,2024-11-11 01:00:00,BURGLARY OF AUTO
Vehicle Stolen,Vehicle Code,800 ADDISON ST,2024-09-13 03:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vehicle Stolen,Vehicle Code,800 ADDISON ST,2024-09-11 15:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Theft from Auto,Penal Code,800 ADDISON ST,2024-08-09 07:00:00,GRAND THEFT VEHICLE PARTS
Burglary Commercial,Penal Code,1500 WALNUT ST,2024-02-16 12:45:00,BURGLARY - BREAKING AND ENTERING
Theft Misdemeanor (Under $950),Penal Code,2100 VINE ST,2024-02-04 00:00:00,PETTY THEFT (ALL OTHER)
Disturbance,Penal Code,1400 SHATTUCK AVE,2024-01-17 10:07:00,TRESPASSING
Burglary Commercial,Penal Code,2100 VINE ST,2023-12-21 05:30:00,Burglary
Brandishing a weapon,Penal Code,WALNUT ST  &  VINE ST,2023-12-16 21:46:00,Exhibit deadly weapon other than firearm
Brandishing a weapon,Berkeley Municipal Code,WALNUT ST  &  VINE ST,2023-12-16 21:46:00,Dangerous weapon - Carrying prohibited - Exceptions
Brandishing a weapon,Vehicle Code,WALNUT ST  &  VINE ST,2023-12-16 21:46:00,Tamper with vehicle
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Person carrying a concealed firearm
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Obstruct/resist peace officer/emergency personnel
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Carrying a loaded firearm in public
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,THREATEN CRIME W/INTENT TO TERRORIZE
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Exhibit deadly weapon - firearm
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Manufacture/sell large capacity magazine
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Prohibited person own/possess ammunition
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Illegally possess a firearm with prior violent offenses
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Convicted person possess a firearm (probation restriction)
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Felon or addict possess a firearm
Gun/Weapon,Penal Code,2100 VINE ST,2023-08-11 09:50:00,Probation Violation : Felony
Assault/Battery Felony,Vehicle Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,Take vehicle without owner's consent
Assault/Battery Felony,Penal Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,RECEIVE KNOWN STOLEN PROPERTY ($950 OR LESS)
Assault/Battery Felony,Penal Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,Petty Theft
Assault/Battery Felony,Penal Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,Possess burglary tools
Assault/Battery Felony,Penal Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,Violation of Parole
Assault/Battery Felony,Penal Code,WALNUT ST  &  VINE ST,2023-08-04 12:00:00,Assault with deadly weapon other than a firearm
Burglary Commercial,Penal Code,2100 VINE ST,2023-07-18 10:35:00,Burglary
Robbery,Penal Code,2100 VINE ST,2023-07-06 02:36:00,Vandalism:  Deface property
Robbery,Penal Code,2100 VINE ST,2023-07-06 02:36:00,Robbery
Disturbance,Penal Code,1500 WALNUT ST,2023-03-02 04:00:00,TRESPASSING
Vandalism,Penal Code,2100 VINE ST,2023-02-22 16:16:00,Vandalism:  Deface property
Vandalism,Vehicle Code,WALNUT ST  &  VINE ST,2023-01-26 18:15:00,Tamper with vehicle
Theft Misdemeanor (Under $950),Penal Code,1600 SHATTUCK AVE,2024-12-28 05:30:00,DEFRAUD INNKEEPER LESS THAN $950
Theft Misdemeanor (Under $950),Penal Code,1600 SHATTUCK AVE,2024-12-28 05:30:00,DISORDERLY CONDUCT:ALCOHOL
Theft Misdemeanor (Under $950),Penal Code,1600 SHATTUCK AVE,2024-12-28 04:50:00,PETTY THEFT OF PROPERTY FROM BUILDING
Burglary Commercial,Penal Code,1600 SHATTUCK AVE,2024-07-22 03:15:00,BURGLARY - BREAKING AND ENTERING
Burglary Auto,Penal Code,1600   SHATTUCK AVE,2024-05-15 02:40:00,BURGLARY OF AUTO
Burglary Commercial,Penal Code,1600 SHATTUCK AVE,2024-03-04 05:30:00,BURGLARY - BREAKING AND ENTERING
Robbery,Penal Code,1600 SHATTUCK AVE,2023-10-23 06:11:00,Robbery
Vehicle Stolen,Vehicle Code,RUSSELL ST  &  PIEDMONT AVE,2024-01-29 23:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Identity Theft,Penal Code,1 ALAMO AVE,2023-10-03 15:00:00,Obtain credit using another identification
Vandalism,Penal Code,700 VINCENTE AVE,2024-12-24 04:00:00,VANDALISM:DEFACE PROPERTY
Vandalism,Penal Code,700 VINCENTE AVE,2024-12-24 04:00:00,TRESPASS:REFUSE TO LEAVE PROPERTY
Burglary Residential,Penal Code,1500 BONITA AVE,2024-12-24 00:25:00,BURGLARY - BREAKING AND ENTERING
Identity Theft,Penal Code,1500 BONITA AVE,2024-11-23 18:10:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Theft Felony (over $950),Penal Code,1900 VINE ST,2024-08-19 04:15:00,GRAND THEFT VEHICLE PARTS
Theft Misdemeanor (Under $950),Penal Code,1900   VINE ST,2024-06-08 20:15:00,PETTY THEFT (ALL OTHER)
Disturbance,Penal Code,1900 VINE ST,2024-05-27 05:07:00,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH
Burglary Residential,Health and Safety,2400 BYRON ST,2024-07-12 22:47:00,POSSESS NARCOTIC CONTROLLED SUBSTANCE
Disturbance,Penal Code,1900 VINE ST,2024-05-27 05:07:00,TRESPASS:REFUSE TO LEAVE PROPERTY
Identity Theft,Penal Code,1500 BONITA AVE,2024-03-21 01:50:00,GET CREDIT/ETC OTHER'S ID BY IDENTITY THEFT 
Vehicle Stolen,Vehicle Code,1500 BONITA AVE,2024-03-13 04:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Theft Misdemeanor (Under $950),Penal Code,1500   BONITA AVE,2023-11-23 23:55:00,PETTY THEFT (ALL OTHER)
Identity Theft,Penal Code,1900 VINE ST,2023-11-11 21:38:00,Obtain credit using another identification
Burglary Residential,Penal Code,1900 VINE ST,2023-03-22 05:07:00,Burglary
Vandalism,Penal Code,2400 BYRON ST,2024-06-28 19:30:00,VANDALISM:DEFACE PROPERTY
Disturbance,Penal Code,2400 BYRON ST,2024-04-16 02:27:00,THREATEN CRIME WITH INTENT TO TERRORIZE
Burglary Auto,Penal Code,RUSSELL ST  &  PIEDMONT AVE,2024-01-13 00:50:00,BURGLARY OF AUTO
Theft Felony (over $950),Penal Code,2800 PIEDMONT AVE,2023-03-02 13:09:00,Grand theft: money; labor; or property over $950
Vehicle Stolen,Vehicle Code,2800 PIEDMONT AVE,2023-01-03 02:00:00,Take vehicle without owner's consent
Disturbance,Penal Code,1200 ALLSTON WAY,2024-12-25 05:30:00,TRESPASS:REFUSE TO LEAVE PROPERTY
Theft from Auto,Penal Code,1200 ALLSTON WAY,2024-05-31 17:49:00,GRAND THEFT FROM VEHICLE
Vehicle Stolen,Vehicle Code,1200 ALLSTON WAY,2024-01-21 15:57:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vandalism,Penal Code,1200 ALLSTON WAY,2023-04-05 01:55:00,Vandalism less than $400
Theft Felony (over $950),Penal Code,1200 ALLSTON WAY,2023-02-08 07:30:00,Grand theft: money; labor; or property over $950
Vehicle Stolen,Vehicle Code,2700 MABEL ST,2024-12-25 05:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vehicle Stolen,Vehicle Code,2700 MABEL ST,2023-05-10 08:18:00,Take vehicle without owner's consent
Burglary Auto,Penal Code,2700 MABEL ST,2023-03-29 00:00:00,Burglary of a locked automobile
Brandishing a weapon,Penal Code,2400 BYRON ST,2024-04-12 16:57:00,ASSAULT WITH FIREARM ON PERSON
Domestic violence,Penal Code,2400 BYRON ST,2024-12-25 04:56:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Theft from Auto,Penal Code,2400   BYRON ST,2024-09-24 04:00:00,GRAND THEFT VEHICLE PARTS
Domestic violence,Penal Code,2400 BYRON ST,2024-08-28 11:25:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Burglary Residential,Penal Code,2400 BYRON ST,2024-07-12 22:47:00,CAUSE INJ ELDER/DEP ADULT SIMPLE ASSAULT
Burglary Residential,Penal Code,2400 BYRON ST,2024-07-12 22:47:00,ROBBERY
Theft Felony (over $950),Penal Code,2400   BYRON ST,2024-02-29 06:00:00,GRAND THEFT (ALL OTHER)
Burglary Auto,Penal Code,2400 BYRON ST,2024-02-25 04:00:00,BURGLARY OF AUTO
Theft from Auto,Penal Code,2400 BYRON ST,2024-02-05 03:00:00,PETTY THEFT FROM VEHICLE
Burglary Residential,Penal Code,2400 BYRON ST,2024-01-21 01:00:00,BURGLARY - BREAKING AND ENTERING
Theft from Auto,Penal Code,2400 BYRON ST,2024-01-19 07:00:00,PETTY THEFT FROM VEHICLE
Burglary Residential,Penal Code,2400 BYRON ST,2023-11-10 20:00:00,VANDALISM ($400 OR MORE)
Theft from Auto,Penal Code,HEARST AVE  &  ACTON ST,2024-12-24 07:00:00,GRAND THEFT VEHICLE PARTS
Burglary Residential,Penal Code,2400 BYRON ST,2023-11-10 20:00:00,BURGLARY - BREAKING AND ENTERING
Burglary Auto,Penal Code,1900 ACTON ST,2023-09-03 00:00:00,Burglary of a locked automobile
Vehicle Stolen,Vehicle Code,2400 BYRON ST,2023-07-16 15:25:00,Take vehicle without owner's consent
Assault/Battery Misdemeanor,Penal Code,2400 BYRON ST,2023-06-30 22:00:00,Battery with bodily injury
Vandalism,Penal Code,1100 ADDISON ST,2024-12-27 07:00:00,VANDALISM:DESTROY OTHER'S PROPERTY
Vehicle Stolen,Vehicle Code,2400 BYRON ST,2023-06-02 05:00:00,Take vehicle without owner's consent
Theft Felony (over $950),Penal Code,1100 ADDISON ST,2024-10-23 03:00:00,GRAND THEFT (ALL OTHER)
Vehicle Stolen,Vehicle Code,2000 SAN PABLO AVE,2024-04-30 23:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Robbery,Penal Code,1100 ADDISON ST,2023-10-03 10:13:00,Robbery
Robbery,Penal Code,1100 ADDISON ST,2023-10-03 10:13:00,Enhancement; Felony committed while on Bail or O/R
Theft Misdemeanor (Under $950),Penal Code,2000 SAN PABLO AVE,2023-09-25 10:11:00,Vandalism:  Deface property
Theft Misdemeanor (Under $950),Penal Code,2000 SAN PABLO AVE,2023-09-25 10:11:00,Petty Theft
Vandalism,Penal Code,2000 SAN PABLO AVE,2023-06-06 07:01:00,Vandalism:  Deface property
Vehicle Stolen,Vehicle Code,1000 OVERLOOK RD,2024-12-27 02:30:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Assault/Battery Misdemeanor,Penal Code,1100 ADDISON ST,2023-06-02 04:20:00,Battery with bodily injury
Assault/Battery Misdemeanor,Penal Code,2000 SAN PABLO AVE,2023-04-15 03:20:00,Battery with bodily injury
Robbery,Penal Code,2900 SACRAMENTO ST,2024-12-27 01:15:00,ROBBERY
Vandalism,Penal Code,2900 SACRAMENTO ST,2023-11-10 10:30:00,Vandalism:  Deface property
Theft Misdemeanor (Under $950),Penal Code,2900 SACRAMENTO ST,2023-09-19 22:00:00,Petty Theft
Assault/Battery Misdemeanor,Penal Code,2900 SACRAMENTO ST,2023-05-29 16:20:00,ASSAULT WITH CAUSTIC CHEMICAL/ETC
Vehicle Stolen,Vehicle Code,2900 SACRAMENTO ST,2023-01-08 22:07:00,Take vehicle without owner's consent
Gun/Weapon,Penal Code,2800 REGENT ST,2024-12-25 07:31:00,WILLFULLY DISCHARGE FIREARM IN A NEGLIGENT MANNER (NO INJURY)
Vehicle Stolen,Health and Safety,2900 SACRAMENTO ST,2023-01-08 22:07:00,Possession of controlled substances
Theft from Auto,Penal Code,2500 RUSSELL ST,2024-03-02 01:30:00,PETTY THEFT FROM VEHICLE
Vehicle Stolen,Penal Code,2900 SACRAMENTO ST,2023-01-08 22:07:00,POSSESS STOLEN VEHICLE/VESSEL/ETC
Vehicle Stolen,Vehicle Code,RUSSELL ST  &  REGENT ST,2024-02-14 21:00:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Vehicle Stolen,Penal Code,2900 SACRAMENTO ST,2023-01-08 22:07:00,Obtain credit using another identification
Burglary Auto,Penal Code,2500 RUSSELL ST,2023-11-18 23:00:00,Burglary of a locked automobile
Theft Misdemeanor (Under $950),Penal Code,2900 HILLEGASS AVE,2023-10-14 12:15:00,Petty Theft
Theft Felony (over $950),Penal Code,2500 RUSSELL ST,2023-07-24 15:50:00,Grand theft: money; labor; or property over $950
Theft from Auto,Penal Code,2800 REGENT ST,2023-04-19 09:00:00,Grand theft: money; labor; or property over $950
Burglary Residential,Penal Code,2100 RUSSELL ST,2024-12-25 01:00:00,BURGLARY OF AUTO
Burglary Residential,Penal Code,2100 RUSSELL ST,2024-12-25 01:00:00,BURGLARY - BREAKING AND ENTERING
Theft Felony (over $950),Penal Code,2100 RUSSELL ST,2024-04-30 14:22:00,GRAND THEFT VEHICLE PARTS
Burglary Auto,Penal Code,2100 RUSSELL ST,2023-06-24 06:00:00,Burglary of a locked automobile
Burglary Auto,Penal Code,1600   LA VEREDA RD,2024-12-24 09:25:00,BURGLARY OF AUTO
Vehicle Stolen,Vehicle Code,2800 PIEDMONT AVE,2024-12-25 06:45:00,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT
Fraud/Forgery,Penal Code,2800 PIEDMONT AVE,2024-03-15 07:00:00,GRAND THEFT (ALL OTHER)
Identity Theft,Penal Code,800 BANCROFT WAY,2024-04-10 07:00:00,THEFT ELDER/DEPENDANT ADULT (UNDER $950)
Fraud/Forgery,Penal Code,2800 PIEDMONT AVE,2024-03-15 07:00:00,THEFT ELDER/DEPENDANT ADULT (OVER $950)
Identity Theft,Penal Code,800 BANCROFT WAY,2024-04-10 07:00:00,GET CREDIT/ETC OTHER'S ID BY FALSE PRETENSES
Burglary Residential,Penal Code,2800 PIEDMONT AVE,2024-03-03 12:31:00,PROBATION VIOLATION: REARREST/REVOKE
Theft Felony (over $950),Penal Code,800 BANCROFT WAY,2023-11-29 08:00:00,GRAND THEFT (ALL OTHER)
Burglary Residential,Penal Code,2800 PIEDMONT AVE,2024-03-03 12:31:00,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH
Domestic violence,Penal Code,2000 5TH ST,2024-12-24 08:50:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Theft Felony (over $950),Penal Code,800 BANCROFT WAY,2023-11-29 08:00:00,ELDER/DEPENDENT ADULT THEFT:BY CARETAKER $950 OR MORE
Brandishing a weapon,Penal Code,1700 SAN PABLO AVE,2024-12-25 00:00:00,CARRY SWITCHBLADE KNIFE ON PERSON
Burglary Residential,Penal Code,2800 PIEDMONT AVE,2024-03-03 12:31:00,VIOLATION PAROLE:FELONY
Robbery,Penal Code,2000 5TH ST,2024-02-29 10:00:00,ROBBERY:FIRST DEGREE:CAB/ETC/INHABITED DWELLING
Identity Theft,Penal Code,800 BANCROFT WAY,2023-11-10 18:00:00,Obtain credit using another identification
Brandishing a weapon,Penal Code,1700 SAN PABLO AVE,2024-12-25 00:00:00,BRANDISHING FIREARM REPLICA
Identity Theft,Penal Code,2000 5TH ST,2023-08-24 00:20:00,Obtain credit using another identification
Fraud/Forgery,Penal Code,800 BANCROFT WAY,2023-10-10 15:00:00,Obtain credit using another identification
Vehicle Code Violation,Vehicle Code,SAN PABLO AVE  &  VIRGINIA ST,2024-02-24 08:42:00,DUI ALCOHOL/0.08 PERCENT
Domestic violence,Penal Code,900 CHANNING WAY,2024-12-24 05:49:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
Burglary Residential,Penal Code,2800 PIEDMONT AVE,2024-03-03 12:31:00,BURGLARY - BREAKING AND ENTERING
Theft from Auto,Penal Code,800 BANCROFT WAY,2023-09-29 02:00:00,Petty Theft
Burglary Residential,Penal Code,2800 PIEDMONT AVE,2024-03-03 12:31:00,RECEIVE/ETC KNOWN STOLEN PROPERTY
Assault/Battery Misdemeanor,Penal Code,800 BANCROFT WAY,2023-09-06 03:20:00,Battery with bodily injury
Disturbance,Penal Code,900 CHANNING WAY,2024-09-20 15:33:00,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING
Vehicle Code Violation,Vehicle Code,SAN PABLO AVE  &  VIRGINIA ST,2024-02-24 08:42:00,DUI ALCOHOL
Burglary Auto,Penal Code,CHANNING WAY  &  8TH ST,2024-07-29 09:15:00,BURGLARY OF AUTO
Gun/Weapon,Penal Code,900 CHANNING WAY,2024-04-11 19:50:00,FELON/ADDICT/POSSESS/ETC FIREARM
Gun/Weapon,Penal Code,900 CHANNING WAY,2024-04-11 19:50:00,SHOOT AT INHABITED DWELLING/VEHICLE/ETC
Gun/Weapon,Penal Code,900 CHANNING WAY,2024-04-11 19:50:00,ASSAULT WITH FIREARM ON PERSON
Theft from Auto,Penal Code,1 ALAMO AVE,2024-12-27 04:00:00,PETTY THEFT FROM VEHICLE
Domestic violence,Penal Code,900 CHANNING WAY,2024-01-13 02:50:00,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC
